Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia
103.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1030.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1031.jpg|['Rotura']|['Rueda ']|['Reemplazar']
1032.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
1033.jpg|['Rotura', 'Abolladura', 'Abolladura', 'Rotura']|['Faros derecho', 'Parachoques delantero', 'Guardabarros delantero derecho ', 'Rueda ']|['Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
1034.jpg|['Deformación', 'Rotura']|['Guardabarros delantero derecho ', 'Faros izquierdo']|['Reparar', 'Reemplazar']
1035.jpg|['Rotura', 'Abolladura']|['Faros izquierdo', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar']
1036.jpg|['Rotura']|['Rueda ']|['Reparar']
1037.jpg|['Rotura']|['Parabrisas trasero']|['Reemplazar']
1038.jpg|['Rotura', 'Rotura', 'Deformación']|['Parachoques delantero', 'Faros izquierdo', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reemplazar', 'Reparar']
1039.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
104.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1040.jpg|['Rotura', 'Abolladura', 'Abolladura']|['Marco de las puertas', 'Puerta delantera izquierda', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar', 'Reparar']
1041.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1042.jpg|['Rotura']|['Rueda ']|['Reparar']
1043.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1044.jpg|['Rotura', 'Abolladura']|['Luz trasera izquierdo', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar']
1045.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1046.jpg|['Rotura', 'Abolladura', 'Rotura']|['Espejo lateral derecho', 'Guardabarros delantero derecho ', 'Luz indicadora delantera derecha']|['Reemplazar', 'Reparar', 'Reemplazar']
1047.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1048.jpg|['Rotura', 'Abolladura', 'Desprendimiento', 'Abolladura']|['Rueda ', 'Guardabarros delantero izquierdo ', 'Puerta delantera izquierda', 'Marco de las puertas']|['Reparar', 'Reparar', 'Reemplazar', 'Reparar']
1049.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
105.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
1050.jpg|['Rotura']|['Rueda ']|['Reparar']
1051.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1052.jpg|['Abolladura', 'Abolladura', 'Rotura']|['Parachoques trasero', 'Maletero', 'Luz trasera izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
1053.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1054.jpg|['Abolladura', 'Rotura', 'Deformación', 'Rotura']|['Puerta delantera izquierda', 'Espejo lateral izquierdo', 'Capó ', 'Ventanilla trasera izquierda      ']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1055.jpg|['Deformación', 'Abolladura']|['Puerta trasera izquierda', 'Puerta delantera izquierda']|['Reemplazar', 'Reparar']
1056.jpg|['Desprendimiento', 'Abolladura']|['Parachoques delantero', 'Capó ']|['Reemplazar', 'Reparar']
1057.jpg|['Rayón', 'Rotura']|['Parachoques delantero', 'Luz indicadora delantera izquierda']|['Reparar', 'Reemplazar']
1058.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1059.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
106.jpg|['Abolladura', 'Abolladura', 'Deformación']|['Guardabarros delantero derecho ', 'Marco de las puertas', 'Puerta delantera derecha']|['Reparar', 'Reparar', 'Reparar']
1060.jpg|['Rayón']|['Puerta trasera izquierda']|['Reparar']
1061.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1062.jpg|['Rotura', 'Rotura', 'Rotura', 'Desprendimiento', 'Rotura']|['Parachoques delantero', 'Faros derecho', 'Faros izquierdo', 'Rejilla, parrilla', 'Parabrisas delantero']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reparar', 'Reemplazar']
1063.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1064.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1065.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1066.jpg|['Rotura', 'Abolladura', 'Abolladura']|['Parabrisas delantero', 'Techo ', 'Marco de la ventana']|['Reemplazar', 'Reparar', 'Reparar']
1067.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1068.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros delantero derecho ', 'Moldura puerta delantera derecha']|['Reparar', 'Reemplazar']
1069.jpg|['Abolladura', 'Rotura']|['Parachoques delantero', 'Faros derecho']|['Reparar', 'Reemplazar']
107.jpg|['Rotura']|['Rueda ']|['Reparar']
1070.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1071.jpg|['Rotura']|['Luz trasera derecho']|['Reemplazar']
1072.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1073.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1074.jpg|['Deformación', 'Rotura']|['Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Reemplazar', 'Reemplazar']
1075.jpg|['Rayón', 'Rayón']|['Guardabarros delantero izquierdo ', 'Puerta delantera izquierda']|['Reparar', 'Reparar']
1076.jpg|['Rotura']|['Rueda ']|['Reparar']
1077.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1078.jpg|['Rotura']|['Rueda ']|['Reparar']
1079.jpg|['Rotura', 'Rayón']|['Luz trasera derecho', 'Parachoques trasero']|['Reemplazar', 'Reparar']
108.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1080.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1081.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1082.jpg|['Rotura', 'Deformación', 'Deformación', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1083.jpg|['Rayón', 'Rayón']|['Parachoques trasero', 'Guardabarros trasero izquierdo']|['Reparar', 'Reparar']
1084.jpg|['Rotura']|['Luz trasera derecho']|['Reemplazar']
1085.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1086.jpg|['Rotura', 'Abolladura', 'Abolladura']|['Faros izquierdo', 'Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
1087.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1088.jpg|['Desprendimiento', 'Rotura', 'Deformación']|['Parachoques delantero', 'Faros izquierdo', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reemplazar', 'Reparar']
1089.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
109.jpg|['Abolladura', 'Abolladura']|['Guardabarros trasero izquierdo', 'Marco de las puertas']|['Reparar', 'Reparar']
1090.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1091.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1092.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1093.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1094.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1095.jpg|['Rotura']|['Ventana trasera derecha']|['Reemplazar']
1096.jpg|['Abolladura', 'Rotura']|['Capó ', 'Faros derecho']|['Reparar', 'Reemplazar']
1097.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1098.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1099.jpg|['Deformación', 'Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Marco de las puertas', 'Puerta trasera izquierda']|['Reemplazar', 'Reparar', 'Reparar']
11.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
110.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
1100.jpg|['Rotura', 'Abolladura', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar', 'Reparar']
1101.jpg|['Rotura']|['Parabrisas trasero']|['Reemplazar']
1102.jpg|['Rotura', 'Desprendimiento', 'Rotura', 'Rotura']|['Parabrisas trasero', 'Parachoques delantero', 'Faros derecho', 'Guardabarros delantero derecho ']|['Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
1103.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1104.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1105.jpg|['Rotura', 'Rayón']|['Luz trasera izquierdo', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1106.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
1107.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1108.jpg|['Desprendimiento', 'Desprendimiento', 'Abolladura', 'Abolladura']|['Rueda ', 'Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Puerta delantera izquierda']|['Reemplazar', 'Reemplazar', 'Reparar', 'Reparar']
1109.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
111.jpg|['Rayón', 'Rayón']|['Parachoques delantero', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
1110.jpg|['Fractura', 'Abolladura']|['Parachoques trasero', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1111.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1112.jpg|['Rotura', 'Desprendimiento', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar', 'Reparar']
1113.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1114.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1115.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1116.jpg|['Rotura', 'Rayón']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1117.jpg|['Rotura', 'Rayón']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1118.jpg|['Rayón', 'Rayón']|['Guardabarros delantero izquierdo ', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1119.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
112.jpg|['Abolladura', 'Rayón']|['Marco de la ventana', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1120.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1121.jpg|['Abolladura', 'Abolladura']|['Guardabarros delantero izquierdo ', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1122.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1123.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1124.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1125.jpg|['Rayón', 'Rayón']|['Guardabarros delantero derecho ', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1126.jpg|['Abolladura', 'Abolladura']|['Techo ', 'Marco de la ventana']|['Reparar', 'Reparar']
1127.jpg|['Rayón', 'Abolladura', 'Rayón']|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar', 'Reparar']
1128.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1129.jpg|['Abolladura']|['Puerta delantera derecha']|['Reparar']
113.jpg|['Rotura', 'Rotura', 'Rotura']|['Faros izquierdo', 'Parachoques delantero', 'Antiniebla delantero izquierdo']|['Reemplazar', 'Reparar', 'Reemplazar']
1130.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1131.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1132.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1133.jpg|['Abolladura']|['Maletero']|['Reparar']
1134.jpg|['Rotura']|['Rueda ']|['Reparar']
1135.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1136.jpg|['Deformación', 'Deformación', 'Abolladura']|['Puerta trasera izquierda', 'Marco de las puertas', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar', 'Reparar']
1137.jpg|['Rayón']|['Guardabarros trasero izquierdo']|['Reparar']
1138.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1139.jpg|['Abolladura']|['Maletero']|['Reparar']
114.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1140.jpg|['Rotura', 'Rotura']|['Faros derecho', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1141.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
1142.jpg|['Rotura']|['Rueda ']|['Reparar']
1143.jpg|['Rotura', 'Rotura']|['Parachoques trasero', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1144.jpg|['Abolladura', 'Abolladura']|['Puerta trasera derecha', 'Puerta delantera derecha']|['Reparar', 'Reparar']
1145.jpg|['Rotura', 'Deformación', 'Abolladura']|['Parabrisas delantero', 'Guardabarros delantero derecho ', 'Puerta delantera derecha']|['Reemplazar', 'Reparar', 'Reparar']
1146.jpg|['Rayón']|['Puerta trasera izquierda']|['Reparar']
1147.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1148.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1149.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
115.jpg|['Rotura']|['Parabrisas delantero']|['Reemplazar']
1150.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1151.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
1152.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1153.jpg|['Fractura', 'Abolladura', 'Deformación', 'Abolladura']|['Faros derecho', 'Parachoques delantero', 'Guardabarros delantero derecho ', 'Capó ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1154.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1155.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1156.jpg|['Abolladura']|['Parabrisas trasero']|['Reparar']
1157.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1158.jpg|['Abolladura', 'Rayón']|['Guardabarros trasero derecho', 'Parabrisas trasero']|['Reparar', 'Reparar']
1159.jpg|['Fractura']|['Faros derecho']|['Reemplazar']
116.jpg|['Rotura', 'Rotura']|['Luz trasera izquierdo', 'Parachoques trasero']|['Reemplazar', 'Reemplazar']
1160.jpg|['Fractura']|['Rueda ']|['Reparar']
1161.jpg|['Fractura', 'Fractura', 'Abolladura']|['Parabrisas delantero', 'Faros derecho', 'Techo ']|['Reemplazar', 'Reemplazar', 'Reparar']
1162.jpg|['Fractura']|['Faros izquierdo']|['Reemplazar']
1163.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1164.jpg|['Abolladura', 'Abolladura']|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda']|['Reparar', 'Reparar']
1165.jpg|['Fractura']|['Parachoques trasero']|['Reparar']
1166.jpg|['Fractura', 'Fractura']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
1167.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1168.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1169.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
117.jpg|['Deformación', 'Rotura', 'Desprendimiento']|['Guardabarros trasero derecho', 'Luz trasera derecho', 'Parachoques trasero']|['Reparar', 'Reemplazar', 'Reparar']
1170.jpg|['Fractura', 'Abolladura']|['Faros izquierdo', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar']
1171.jpg|['Fractura']|['Faros izquierdo']|['Reparar']
1172.jpg|['Rotura']|['Parachoques delantero']|['Reparar']
1173.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1174.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1175.jpg|['Rayón']|['Luz indicadora delantera izquierda']|['Reparar']
1176.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1177.jpg|['Fractura']|['Parachoques trasero']|['Reemplazar']
1178.jpg|['Abolladura']|['Marco de la ventana']|['Reparar']
1179.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
118.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1180.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1181.jpg|['Deformación', 'Desprendimiento', 'Desprendimiento']|['Capó ', 'Parachoques delantero', 'Guardabarros delantero derecho ']|['Reemplazar', 'Reemplazar', 'Reemplazar']
1182.jpg|['Fractura', 'Fractura', 'Fractura']|['Faros derecho', 'Parachoques delantero', 'Parabrisas delantero']|['Reemplazar', 'Reemplazar', 'Reemplazar']
1183.jpg|['Abolladura']|['Puerta trasera derecha']|['Reparar']
1184.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1185.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1186.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1187.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1188.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1189.jpg|['Fractura', 'Fractura']|['Parachoques delantero', 'Faros izquierdo']|['Reemplazar', 'Reemplazar']
119.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1190.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1191.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1192.jpg|['Fractura']|['Faros izquierdo']|['Reemplazar']
1193.jpg|['Abolladura', 'Fractura']|['Parachoques trasero', 'Luz indicadora trasera derecha']|['Reparar', 'Reemplazar']
1194.jpg|['Abolladura', 'Desprendimiento']|['Guardabarros trasero derecho', 'Moldura puerta trasera derecha']|['Reparar', 'Reemplazar']
1195.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1196.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1197.jpg|['Fractura']|['Parabrisas trasero']|['Reemplazar']
1198.jpg|['Deformación']|['Guardabarros delantero derecho ']|['Reparar']
1199.jpg|['Desprendimiento', 'Abolladura', 'Fractura']|['Parachoques delantero', 'Capó ', 'Faros izquierdo']|['Reparar', 'Reparar', 'Reemplazar']
12.jpg|['Rotura']|['Faros derecho']|['Reemplazar']
120.jpg|['Rayón', 'Abolladura']|['Parachoques trasero', 'Guardabarros trasero derecho']|['Reparar', 'Reparar']
1200.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1201.jpg|['Desprendimiento']|['Parachoques delantero']|['Reparar']
1202.jpg|['Fractura']|['Rueda ']|['Reparar']
1203.jpg|['Rayón']|['Parabrisas trasero']|['Reparar']
1204.jpg|['Fractura', 'Rayón']|['Rueda ', 'Parachoques delantero']|['Reparar', 'Reparar']
1205.jpg|['Fractura', 'Abolladura', 'Abolladura']|['Luz trasera izquierdo', 'Parachoques trasero', 'Guardabarros trasero izquierdo']|['Reemplazar', 'Reparar', 'Reparar']
1206.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1207.jpg|['Desprendimiento']|['Parachoques delantero']|['Reemplazar']
1208.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
1209.jpg|['Rayón']|['Parachoques trasero']|['Reparar']
121.jpg|['Rotura']|['Faros izquierdo']|['Reemplazar']
1210.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1211.jpg|['Rayón']|['Puerta delantera derecha']|['Reparar']
1212.jpg|['Fractura', 'Fractura', 'Abolladura', 'Abolladura']|['Faros izquierdo', 'Parachoques delantero', 'Capó ', 'Guardabarros delantero izquierdo ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1213.jpg|['Desprendimiento', 'Abolladura', 'Abolladura', 'Fractura']|['Espejo lateral derecho', 'Guardabarros delantero derecho ', 'Puerta delantera derecha', 'Luz indicadora delantera derecha']|['Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
1214.jpg|['Fractura']|['Luz trasera izquierdo']|['Reemplazar']
1215.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1216.jpg|['Abolladura', 'Fractura']|['Parachoques trasero', 'Luz trasera derecho']|['Reparar', 'Reemplazar']
1217.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1218.jpg|['Fractura', 'Abolladura', 'Abolladura']|['Faros derecho', 'Guardabarros delantero derecho ', 'Parachoques delantero']|['Reemplazar', 'Reparar', 'Reparar']
1219.jpg|['Abolladura', 'Fractura']|['Guardabarros delantero derecho ', 'Faros derecho']|['Reparar', 'Reparar']
122.jpg|['Rotura', 'Deformación', 'Abolladura', 'Abolladura']|['Faros derecho', 'Capó ', 'Parachoques delantero', 'Guardabarros delantero derecho ']|['Reemplazar', 'Reparar', 'Reparar', 'Reparar']
1220.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1221.jpg|['Rayón']|['Guardabarros delantero izquierdo ']|['Reparar']
1222.jpg|['Rayón']|['Parachoques delantero']|['Reparar']
1223.jpg|['Rotura']|['Parachoques trasero']|['Reparar']
1224.jpg|['Fractura']|['Faros derecho']|['Reemplazar']
1225.jpg|['Fractura']|['Rueda ']|['Reparar']
1226.jpg|['Fractura']|['Rueda ']|['Reparar']
1227.jpg|['Abolladura']|['Parachoques delantero']|['Reparar']
1228.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1229.jpg|['Fractura', 'Rayón']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
123.jpg|['Abolladura']|['Guardabarros delantero derecho ']|['Reparar']
1230.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1231.jpg|['Abolladura', 'Abolladura']|['Guardabarros trasero izquierdo', 'Puerta delantera izquierda']|['Reparar', 'Reparar']
1232.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1233.jpg|['Abolladura']|['Parachoques trasero']|['Reparar']
1234.jpg|['Fractura', 'Fractura']|['Luz trasera izquierdo', 'Parachoques trasero']|['Reemplazar', 'Reparar']
1235.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1236.jpg|['Fractura']|['Luz trasera derecho']|['Reemplazar']
1237.jpg|['Fractura']|['Ventana trasera derecha']|['Reemplazar']
1238.jpg|['Fractura']|['Parabrisas delantero']|['Reemplazar']
1239.jpg|['Abolladura', 'Abolladura']|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
124.jpg|['Rotura']|['Ventana delantera izquierda']|['Reemplazar']
1240.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1241.jpg|['Abolladura', 'Abolladura', 'Abolladura']|['Puerta trasera derecha', 'Guardabarros trasero derecho', 'Marco de las puertas']|['Reparar', 'Reparar', 'Reparar']
1242.jpg|['Fractura', 'Desprendimiento', 'Abolladura']|['Faros derecho', 'Parachoques delantero', 'Capó ']|['Reemplazar', 'Reemplazar', 'Reparar']
1243.jpg|['Abolladura']|['Guardabarros trasero derecho']|['Reparar']
1244.jpg|['Fractura', 'Abolladura']|['Ventana trasera izquierda', 'Puerta trasera izquierda']|['Reemplazar', 'Reparar']
1245.jpg|['Abolladura']|['Capó ']|['Reparar']
1246.jpg|['Abolladura']|['Guardabarros trasero izquierdo']|['Reparar']
1247.jpg|['Abolladura', 'Abolladura']|['Puerta delantera derecha', 'Guardabarros delantero derecho ']|['Reparar', 'Reparar']
1248.jpg|['Fractura']|['Ventana trasera izquierda']|['Reemplazar']
1249.jpg|['Fractura', 'Abolladura']|['Luz trasera derecho', 'Maletero']|['Reemplazar', 'Reparar']
125.jpg|['Rotura']|['Ventana delantera derecha']|['Reemplazar']
1250.jpg|['Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1251.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1252.jpg|['Fractura']|['Parachoques delantero']|['Reparar']
1253.jpg|['Abolladura', 'Fractura']|['Guardabarros delantero derecho ', 'Faros derecho']|['Reparar', 'Reemplazar']
1254.jpg|['Abolladura', 'Abolladura']|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ']|['Reparar', 'Reparar']
1255.jpg|['Abolladura']|['Puerta delantera izquierda']|['Reparar']
1256.jpg|['Rayón']|['Guardabarros delantero derecho ']|['Reparar']
1257.jpg|['Fractura', 'Rayón']|['Faros izquierdo', 'Parachoques delantero']|['Reemplazar', 'Reparar']
